step,t,N,K,L,h_eff,xc_x,xc_y,S_u,R2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,N_0.99,R50_over_heff,peak_PK_u,S_L2,Mcore_0.01,Mcore_0.02,Mcore_0.04
0,0.0,640000,10,0.41490349164291596,0.0414903491642916,0.00012082466108854868,-1.3034377545203137e-05,0.011906992344677193,0.10911916579903455,0.09081195830488176,0.138301163880972,0.16555001297111677,0.23454289233317754,320000,512000,576000,633600,2.1887489532876354,842.9826318505375,114.89176102139481,0.26296112258250814,1.0434505474587223,3.9544306653209396
20,1.9999999999999998e-05,640000,10,0.4149016562558876,0.04149016562558876,0.00012642301980383863,-1.2688618346650936e-05,0.011898407757401334,0.10907982287023267,0.09062581630563626,0.13830055208529587,0.16570175517566582,0.23481168691072735,320000,512000,576000,633600,2.184272223048043,851.9925253832923,115.0867209152569,0.2644337441388783,1.051942665100457,3.9823613875067614
40,3.9999999999999996e-05,640000,10,0.4144957612216149,0.04144957612216149,0.00011844506649569855,-2.011475917492616e-05,0.011888760645180258,0.10903559347836952,0.09043469227996401,0.1381652537405383,0.16575912397590561,0.23523427512574765,320000,512000,576000,633600,2.1818001712112096,857.6555022417497,115.28236529711735,0.26850799711150264,1.057833151325938,4.005579720712198
60,5.9999999999999995e-05,640000,10,0.4144686372993413,0.04144686372993413,0.00012206295438493196,-9.634232261407345e-06,0.011882897377358485,0.10900870321840585,0.0902759433949471,0.13815621243311377,0.1657911373979915,0.2356447880615628,320000,512000,576000,633600,2.178112775508927,866.5368474869649,115.4710689939046,0.2674771620220435,1.0596002971935823,4.047500347683537
80,7.999999999999999e-05,640000,10,0.41450760379218354,0.041450760379218354,0.00011062866478866606,-1.0326418622935149e-05,0.011876843733925058,0.1089809328916075,0.09004913817833463,0.13816920126406118,0.16589277804366825,0.23619433580349644,320000,512000,576000,633600,2.17243634023856,874.6761105050389,115.66752198856402,0.27282768701018856,1.0672579292867075,4.083285051503334
100,9.999999999999999e-05,640000,10,0.41449680399312366,0.041449680399312364,0.00011132472823290882,-4.484652486245333e-06,0.011867091088940563,0.10893617897163717,0.08987477209636313,0.13816560133104122,0.16598451449734383,0.23653180124850925,320000,512000,576000,633600,2.1682862504738183,884.0511430056354,115.8844226695046,0.2734167356327367,1.0918997966633026,4.1068960837904696
120,0.00011999999999999999,640000,10,0.41424474991778737,0.04142447499177874,8.856304465944933e-05,-1.0198392783147224e-05,0.011856348495348116,0.10888686098583297,0.08965814652466411,0.13808158330592912,0.1660238132888635,0.23696059951723833,320000,512000,576000,633600,2.1643761699444113,892.072114235675,116.10771929055828,0.2774419012201486,1.098477506281756,4.141109991283471
140,0.00014,640000,10,0.4140159359837798,0.04140159359837798,8.17380841778924e-05,-1.7936126762203215e-05,0.01184810373632234,0.10884899510938234,0.08944620822862107,0.13800531199459326,0.16614223341121442,0.23754712179842177,320000,512000,576000,633600,2.16045326893227,896.9414522993385,116.30985369452537,0.2803871443328891,1.1073132356199773,4.163199314629024
160,0.00015999999999999999,640000,10,0.4137789960392916,0.04137789960392916,8.104637857452966e-05,-4.467209632095418e-06,0.011837843170568088,0.10880185279014365,0.0892588141205954,0.1379263320130972,0.16623521371603164,0.2379737006850785,320000,512000,576000,633600,2.1571615518183425,906.6703124222507,116.52426285266934,0.2863758053287946,1.1209104413237958,4.186466735219674
180,0.00017999999999999998,640000,10,0.4136710484617169,0.04136710484617169,7.619754501239957e-05,-1.5309296659959144e-06,0.011831411429104014,0.1087722916422377,0.08914092608017449,0.13789034948723897,0.16628562705102848,0.2385925641043752,320000,512000,576000,633600,2.1548746621658736,914.6203203249797,116.72861257401667,0.2809271055702248,1.128568073416921,4.222545963350743
200,0.00019999999999999998,640000,10,0.413540575618208,0.0413540575618208,7.807532443390234e-05,1.3221536689348976e-05,0.011824894347396246,0.108742330062383,0.08896116220449063,0.13784685853940268,0.1664059861587871,0.2389105043114054,320000,512000,576000,633600,2.151207582750526,921.717601940674,116.93437265101504,0.2872593782626167,1.1329859380860314,4.25518907451695
220,0.00021999999999999998,640000,10,0.41338690683243046,0.04133869068324304,7.149121958997779e-05,9.147304306682789e-06,0.011814392411131833,0.10869403116607569,0.08870964811621057,0.13779563561081015,0.16651017603220142,0.23949540345327885,320000,512000,576000,633600,2.1459230239280345,927.28944370081,117.17751187945073,0.2958496706747763,1.1378455892220531,4.274529504290612
240,0.00023999999999999998,640000,10,0.4130447365435288,0.04130447365435288,7.205860951553287e-05,5.484821911078178e-06,0.011804237766475708,0.10864730906228515,0.08854525141280711,0.13768157884784293,0.16649303598545204,0.2397194322226156,320000,512000,576000,633600,2.1437206089049328,936.1478308431409,117.39765973269377,0.2964387192973244,1.1492338625913163,4.308399800087127
260,0.00026,640000,10,0.4128740338213156,0.04128740338213156,6.7264202541614e-05,9.403036860153938e-06,0.011795835487668237,0.10860863449868172,0.08832862650950211,0.13762467794043853,0.16664419667115235,0.23984782321499698,320000,512000,576000,633600,2.139360174627236,944.212763467876,117.61518732156271,0.2977640786980576,1.1596894756415446,4.339766639237813
280,0.00028,640000,10,0.41286739879566653,0.04128673987956665,6.372435451059796e-05,3.9434219435782295e-06,0.011786714407725532,0.1085666357944536,0.08817133797080975,0.13762246626522218,0.1666821437440782,0.2404064974836608,320000,512000,576000,633600,2.135584893067493,952.193098016297,117.83885330172865,0.30061114704037334,1.1682306806684921,4.385810606566988
300,0.0003,640000,10,0.41280902373735784,0.04128090237373579,6.576749670871734e-05,1.2297502694377655e-05,0.01177840137861468,0.10852834366475277,0.08793897904623015,0.1376030079124526,0.16673952935710115,0.24111309125765495,320000,512000,576000,633600,2.1302581578783437,961.8897503872846,118.0711602552152,0.30409635139044955,1.179177167570844,4.410010687476672
320,0.00031999999999999997,640000,10,0.41265221063564916,0.041265221063564915,6.741859171978336e-05,2.0597224227375592e-05,0.011774079349207465,0.10850842985320294,0.0877918355239426,0.1375507368785497,0.1668940317495815,0.24168013310728165,320000,512000,576000,633600,2.1275018832131813,969.4833520011925,118.29293858935804,0.30512718647990866,1.1937561209789092,4.430136515413732
340,0.00033999999999999997,640000,10,0.41248896800588153,0.04124889680058815,7.102763546263715e-05,2.439196281226391e-05,0.011765935707436856,0.10847089797469575,0.08756011090454782,0.13749632266862719,0.16693162639506323,0.24185317955085994,320000,512000,576000,633600,2.122726125933611,977.6722588696985,118.50469942987168,0.30296734153056565,1.1970449757881358,4.465724869692679
360,0.00035999999999999997,640000,10,0.4123906319856081,0.04123906319856081,5.6468426944326933e-05,1.4847319599144e-05,0.011759131832254523,0.10843953076371422,0.08739375759290086,0.1374635439952027,0.16697559917089205,0.24242449262258925,320000,512000,576000,633600,2.11919842049057,987.8246699103804,118.72054089332333,0.3076797305109504,1.211231230114502,4.5061237877224345
380,0.00037999999999999997,640000,10,0.4120215087815645,0.04120215087815645,7.827679710476663e-05,1.3966495974084378e-05,0.011749458389955357,0.10839491865376051,0.08721579660846097,0.13734050292718816,0.16705041239535107,0.242817571725697,320000,512000,576000,633600,2.1167777591606005,998.9967533875731,118.95471542689778,0.3024273802932299,1.2174162406512572,4.538177850266093
400,0.00039999999999999996,640000,10,0.4119346363251175,0.04119346363251175,7.955843569865084e-05,1.8056970183984251e-06,0.011741322392664042,0.10835738273262252,0.0870545224670059,0.13731154544170585,0.16702839457780824,0.2430001382244503,320000,512000,576000,633600,2.1133091221370015,1004.4867351147485,119.1654262769353,0.31307934288430783,1.2255156592112932,4.56453777612512
420,0.00041999999999999996,640000,10,0.41182040927358476,0.04118204092735848,7.551342336017117e-05,1.5081870141923694e-06,0.011733869506087053,0.10832298696992736,0.08686220660133015,0.1372734697578616,0.16716657418758468,0.24338396251164585,320000,512000,576000,633600,2.109225396442772,1013.1098774394336,119.38985487345455,0.3161227607674729,1.2417635837165781,4.593204809089127
440,0.00043999999999999996,640000,10,0.4116462690004353,0.041164626900043536,7.311956106152192e-05,-8.669422763468928e-06,0.011725179162907865,0.10828286643281967,0.08663461220950519,0.1372154230001451,0.167221497913442,0.24370866749838416,320000,512000,576000,633600,2.1045887873555236,1019.837619741567,119.6181952674235,0.31764446970905547,1.248832167187155,4.62221545374962
460,0.00045999999999999996,640000,10,0.4116518538066529,0.04116518538066529,6.958411032977639e-05,-1.4378037587940236e-05,0.011717386466228205,0.10824687739712498,0.08648693058080115,0.13721728460221763,0.167235101992776,0.244483735138306,320000,512000,576000,633600,2.1009726977064176,1031.0556716092135,119.8538524501507,0.32608749996557806,1.2640492566029806,4.654760390145402
480,0.00047999999999999996,640000,10,0.41162157177236885,0.04116215717723688,7.782548228203417e-05,-1.1149817843042576e-05,0.01171075370295114,0.10821623585650696,0.0863375881502994,0.13720719059078962,0.16735786050089974,0.24479743248829297,320000,512000,576000,633600,2.097499112559752,1039.8936611291797,120.0734706752209,0.33011266555298996,1.263951081832556,4.689759695801801
500,0.0005,640000,10,0.41137060148981275,0.041137060148981275,7.755551136869362e-05,-1.4539004583841137e-05,0.011701855722924254,0.10817511600605868,0.086105259744276,0.13712353382993758,0.16741191757843796,0.24520568182263508,320000,512000,576000,633600,2.0931310947461648,1047.3620794548242,120.30931924385484,0.32800190798885936,1.279217258633594,4.724169952835652
520,0.00052,640000,10,0.4113418562076445,0.04113418562076445,7.913423211519349e-05,-2.9549795754187327e-05,0.011693967493518767,0.10813864939751544,0.08594647686631487,0.13711395206921484,0.16749593443746405,0.2456185546016333,320000,512000,576000,633600,2.089417246732345,1055.8713320868585,120.54472092446156,0.3285909566114074,1.292667202181775,4.753426034422207
540,0.00054,640000,10,0.41100027501583714,0.041100027501583716,7.212376211100244e-05,-3.374247715615871e-05,0.011685884549716734,0.10810126988022266,0.08573646056615021,0.1370000916719457,0.1675836857231519,0.24620069306412773,320000,512000,576000,633600,2.086043873397567,1064.5166937893644,120.78039464091897,0.3295236169304419,1.301012057667873,4.774337260522664
560,0.00056,640000,10,0.41070297711614734,0.04107029771161473,7.655071772629368e-05,-4.685095542445402e-05,0.011680997955814428,0.10807866559045974,0.08558421556488655,0.1369009923720491,0.16766861160016647,0.24653834500173627,320000,512000,576000,633600,2.0838469729593223,1074.1917652031252,121.01773935426276,0.3356104526967721,1.3124494184223485,4.814981615478481
580,0.00058,640000,10,0.41073444946647036,0.04107344494664704,7.346559560988718e-05,-5.679742012941416e-05,0.01167137368203847,0.10803413202334931,0.08542331571889024,0.13691148315549012,0.16769952957570539,0.24701989638402042,320000,512000,576000,633600,2.079769929935318,1083.4154439426923,121.26432127357066,0.33963561828418404,1.3241813034880978,4.842863250279091
600,0.0006,640000,10,0.41039961593805385,0.04103996159380539,7.829775982000924e-05,-5.4938666737623846e-05,0.011663885566893186,0.10799947021579868,0.08526371160278615,0.13679987197935128,0.16780664683052118,0.24753754656506197,320000,512000,576000,633600,2.07757776302734,1091.61142488976,121.49725957805622,0.3344814428368883,1.328108294305085,4.878304342402401
620,0.00062,640000,10,0.41028028204182576,0.041028028204182575,7.497399857702753e-05,-5.7313819398992144e-05,0.011655978598897545,0.10796285749690746,0.08509203558218412,0.13676009401394193,0.16779316921400703,0.24791367975607528,320000,512000,576000,633600,2.0739976866231524,1100.6557992791688,121.71633783466743,0.3407646281440679,1.333704256219292,4.900197316207104
640,0.0006399999999999999,640000,10,0.41027358834811545,0.041027358834811546,7.397840269874893e-05,-5.2306917953652656e-05,0.01164784587201929,0.10792518645811686,0.08489537696197791,0.13675786278270516,0.16788735428240747,0.24813242019908902,320000,512000,576000,633600,2.0692381711382435,1109.196857725133,121.95673524426562,0.34478979373147983,1.3484795591682064,4.924741008813275
660,0.00066,640000,10,0.4099565497004134,0.04099565497004134,7.16445753073907e-05,-4.29218828518272e-05,0.011636647514464204,0.10787329379630625,0.0847060400041521,0.13665218323347114,0.16790420922653748,0.24843295152594966,320000,512000,576000,633600,2.066219946139494,1116.4866797348463,122.19657123767493,0.3515147655055704,1.3602114442339557,4.953260779621645
680,0.0006799999999999999,640000,10,0.40984269106053095,0.040984269106053094,8.070484623606465e-05,-3.526061316720818e-05,0.011627410632542414,0.10783047172549332,0.08452924219451005,0.1366142303535103,0.16796488994377307,0.24867172174234767,320000,512000,576000,633600,2.0624801671045456,1127.7089983891285,122.46852939357699,0.3539200473809751,1.3737595625525618,4.996948552460628
700,0.0007,640000,10,0.40958307796393795,0.0409583077963938,9.923520474940487e-05,-2.443305562969439e-05,0.011621416327394508,0.10780267309948538,0.0843140651717304,0.13652769265464598,0.16803125086663454,0.24917274192730213,320000,512000,576000,633600,2.0585339021050544,1134.9001527186726,122.7009870314388,0.3535273482992764,1.3822516801942966,5.033175042747335
720,0.0007199999999999999,640000,10,0.4091627237343395,0.04091627237343395,0.00010420163021895535,-2.2145095849847518e-05,0.011610831867304421,0.10775357009076043,0.08414827760420368,0.13638757457811315,0.16796548968046043,0.24942742299781911,320000,512000,576000,633600,2.056596867774283,1142.1088772293165,122.94151482517015,0.35416548430703687,1.3969778957579988,5.039114616358027
740,0.00074,640000,10,0.40910593049984656,0.04091059304998466,8.569838092973062e-05,-1.8599258166133544e-05,0.011601844643695186,0.10771185934564116,0.08396972960363697,0.13636864349994884,0.16816972190563131,0.24982537938273197,320000,512000,576000,633600,2.052518023902576,1150.1558785559948,123.19458271053804,0.35917239759869557,1.4041937413842127,5.073573960777091
760,0.0007599999999999999,640000,10,0.4088161166199471,0.04088161166199471,8.68084288595118e-05,-1.994338832045229e-05,0.011595534984474102,0.10768256583344447,0.08385162556190788,0.1362720388733157,0.16821747163585446,0.250315865526825,320000,512000,576000,633600,2.051084146466269,1159.7530434569621,123.4348681326021,0.3610377182367645,1.4181345587845176,5.103271828830557
780,0.00078,640000,10,0.4085905218014988,0.04085905218014988,8.134804519868802e-05,-1.9260678683918888e-05,0.011588604706288048,0.10765038182137604,0.08367729474129179,0.1361968406004996,0.16834827847896677,0.2506054708790314,320000,512000,576000,633600,2.0479499713393703,1167.011945995831,123.66144792281398,0.3659464567579986,1.417889121858456,5.136209464308037
800,0.0007999999999999999,640000,10,0.4084365417141308,0.04084365417141308,7.650995988066047e-05,-2.851958758249277e-05,0.011580501945678159,0.10761274062897087,0.08346692975391518,0.13614551390471027,0.16831843490426565,0.251056899563469,320000,512000,576000,633600,2.043571552232332,1173.9668359004258,123.89615749741789,0.3606941065402781,1.421914287445868,5.164876497272045
820,0.00082,640000,10,0.40843059180808483,0.04084305918080848,8.082053359610155e-05,-3.550055002323549e-05,0.011574234333126241,0.10758361554217372,0.08326102350026002,0.13614353060269493,0.16833098755530812,0.25157714411612264,320000,512000,576000,633600,2.0385599210791505,1183.489323038645,124.15162946961303,0.36241216502271,1.4323699004960964,5.1972741715121895
840,0.0008399999999999999,640000,10,0.4082567959546765,0.04082567959546765,7.799301679819615e-05,-3.3106129683882086e-05,0.011567720497480881,0.10755333791882464,0.08310045704250439,0.13608559865155884,0.16847852429199045,0.2518385747917925,320000,512000,576000,633600,2.0354947637351755,1191.0687716952652,124.38967184520439,0.37276960330251385,1.4489614366978674,5.220934291184537
860,0.00086,640000,10,0.4081471066630773,0.04081471066630773,7.582735998061905e-05,-2.8856661408151175e-05,0.011561021769091542,0.10752219198422036,0.08294831135977862,0.1360490355543591,0.16850921168409205,0.2523233519210734,320000,512000,576000,633600,2.032314084937319,1201.4509746500717,124.6452189659252,0.3772856427420492,1.4652093612031523,5.250043110615455
880,0.0008799999999999999,640000,10,0.40792453062169265,0.04079245306216926,6.368659143014996e-05,-2.8684417821211147e-05,0.011550458855440461,0.10747306106853224,0.08270540058723674,0.13597484354056422,0.16856145255773683,0.2527071126511525,320000,512000,576000,633600,2.027468180479133,1210.759754343134,124.92666032418191,0.3751748851779186,1.470069012339174,5.284207930723245
900,0.0009,640000,10,0.4076483825690697,0.04076483825690697,6.082763440514323e-05,-4.112180354996225e-05,0.011540982180761817,0.10742896341658434,0.08259055986452313,0.1358827941896899,0.16854135401248033,0.2530125108837826,320000,512000,576000,633600,2.026024470991969,1219.9560115620025,125.18624632438576,0.37674568150471344,1.4842061792803278,5.319305411150068
920,0.0009199999999999999,640000,10,0.40747434795979454,0.040747434795979455,5.698998141383261e-05,-4.6987953561336184e-05,0.011534569641099378,0.10739911378172251,0.08237663489723697,0.13582478265326484,0.16852828752543966,0.2534461302881306,320000,512000,576000,633600,2.021639774618771,1225.897809990132,125.4147000203388,0.3843051388274139,1.4875932088599795,5.340707511102648
940,0.00094,640000,10,0.407121793773242,0.0407121793773242,5.369715527320316e-05,-4.0349200387246824e-05,0.011524635956162948,0.10735285723334496,0.08225038760356851,0.13570726459108065,0.16858306908829507,0.2535546839401147,320000,512000,576000,633600,2.020289477536056,1235.9588564383903,125.69002250004085,0.38833030441482586,1.4985396957623314,5.383462623622597
960,0.0009599999999999999,640000,10,0.40702659066080216,0.04070265906608021,4.398168678163656e-05,-3.754382296202897e-05,0.011517933181905858,0.10732163426777407,0.08203306232505408,0.13567553022026738,0.16864190568124013,0.25418181665475675,320000,512000,576000,633600,2.015422682628045,1246.4612971765712,125.95065540052019,0.4000621894805752,1.5125786879330607,5.410706122415446
980,0.00098,640000,10,0.40656355225457574,0.040656355225457574,5.968286007792636e-05,-3.594540636535566e-05,0.011509547018904047,0.10728255691818707,0.08189702472190197,0.13552118408485858,0.1686685419564585,0.2545995861053953,320000,512000,576000,633600,2.0143720278846082,1253.2603894862718,126.19841686798976,0.3901465376676824,1.515229406734527,5.446343564079605
1000,0.001,640000,10,0.4064808301689886,0.04064808301689886,5.5562805327636135e-05,-3.2370504929616764e-05,0.011499124352176598,0.10723397014088679,0.08169411017685177,0.13549361005632954,0.16878134065229855,0.25481965670763385,320000,512000,576000,633600,2.0097899854930086,1265.2259642836673,126.48186281601603,0.4004548885622739,1.5362878949906213,5.477808578000715
1020,0.0010199999999999999,640000,10,0.40612769432795903,0.0406127694327959,4.6254511701286196e-05,-3.587348957243964e-05,0.011490984886643997,0.10719601152395548,0.08146309773167228,0.1353758981093197,0.16883184952451716,0.25508227736594197,320000,512000,576000,633600,2.0058493638675285,1270.4525924834702,126.73162189443835,0.40325286951937733,1.5385950020956012,5.501075998591364
1040,0.00104,640000,10,0.40606231070849363,0.04060623107084936,4.8669975925834975e-05,-4.165793357500599e-05,0.011484274466965077,0.10716470718928446,0.08128188886882141,0.13535410356949787,0.1688459956026754,0.2555873026319543,320000,512000,576000,633600,2.0017097555052956,1277.5592460729763,126.99046186768707,0.39991492732493816,1.5551374509121598,5.531313827882166
1060,0.00106,640000,10,0.40567518916404033,0.04056751891640403,4.842681611188276e-05,-5.305137021183846e-05,0.011475980333785548,0.1071260021366687,0.08107437500084608,0.1352250630546801,0.1689197899102287,0.25595301012925054,320000,512000,576000,633600,1.9985046452535835,1287.6078611649673,127.24979673812949,0.4044309667644735,1.5574936454023522,5.565135036293468
1080,0.00108,640000,10,0.40582096124142636,0.04058209612414264,4.6566935826736756e-05,-6.362539695398184e-05,0.011467566193757207,0.10708672277064607,0.08091137348702841,0.13527365374714212,0.16898827808455658,0.2564642137803439,320000,512000,576000,633600,1.9937701896796194,1293.4176000810896,127.50509265663149,0.407523472032851,1.571876249269568,5.592918496323654
1100,0.0010999999999999998,640000,10,0.4053246166772476,0.04053246166772476,4.592407433804867e-05,-6.1014129747401796e-05,0.011460281223359872,0.10705270301753185,0.08074553767585932,0.13510820555908254,0.16899326601246695,0.2568233368797107,320000,512000,576000,633600,1.9921202501291815,1299.2006473052802,127.75319028878698,0.40482366584617224,1.5691764430828892,5.613387935957199
1120,0.00112,640000,10,0.4054008846604211,0.04054008846604211,4.54650611904055e-05,-5.321726848504434e-05,0.01145411908001871,0.10702391826138076,0.08062371540214933,0.13513362822014038,0.16903971165065254,0.2570589795340507,320000,512000,576000,633600,1.9887404900382188,1308.993727566925,127.99414719122188,0.41238312316887266,1.5761468517830417,5.642496755388118
1140,0.00114,640000,10,0.40522719263358464,0.040522719263358466,4.74494707381764e-05,-3.845218619683035e-05,0.011445511260563992,0.10698369623715565,0.08040268144038942,0.13507573087786154,0.16908427535785434,0.2574802770998721,320000,512000,576000,633600,1.9841383525584695,1318.3191176419696,128.26569349115866,0.4111068511533518,1.5910203295023808,5.673618157612742
1160,0.00116,640000,10,0.4047790420493982,0.04047790420493982,5.0068231253490684e-05,-1.9223454279085424e-05,0.011435944690233062,0.10693897647833114,0.08024557958397396,0.13492634734979939,0.16907299000648343,0.2580287159669618,320000,512000,576000,633600,1.982453913070455,1329.1382440041052,128.54024444592656,0.41724277430489437,1.6088881377196729,5.708617463269141
1180,0.0011799999999999998,640000,10,0.4044398137909945,0.04044398137909945,5.352659625303729e-05,-1.5903308910908372e-05,0.011427615771747803,0.10690002699601064,0.08007965017859374,0.13481327126366482,0.16920011102999316,0.25831579471629623,320000,512000,576000,633600,1.980014020577537,1338.407420519055,128.8107988218986,0.4185681337056276,1.6191964886142642,5.738266243937394
1200,0.0012,640000,10,0.40454815875676786,0.040454815875676786,5.172740598516236e-05,-6.596427828645961e-06,0.01141773534216889,0.10685380359242665,0.07990499316576388,0.13484938625225595,0.16910378286052824,0.2586802671141397,320000,512000,576000,633600,1.9751664032119913,1346.400971855471,129.0856016543349,0.4217097263592174,1.6346590149561515,5.767816849835223
1220,0.00122,640000,10,0.40428549559041194,0.040428549559041196,6.764798565351009e-05,-4.873913663078056e-06,0.011408271930380671,0.10680951235906225,0.07969282550126955,0.13476183186347065,0.16908044001328193,0.2592702540586717,320000,512000,576000,633600,1.9712016970801152,1355.8221188331365,129.36486137334794,0.4295637079931919,1.646538162177538,5.7863227940602755
1240,0.00124,640000,10,0.40389418838145585,0.040389418838145584,6.481772532600958e-05,-1.4398326588501961e-05,0.011398426726927886,0.10676341473991868,0.07950597399519894,0.13463139612715194,0.16910624685677356,0.2592998427759772,320000,512000,576000,633600,1.9684852192057274,1363.4470105806633,129.64006832562654,0.42784564951076,1.652330473632594,5.81872046830042
1260,0.0012599999999999998,640000,10,0.40384499893784753,0.04038449989378475,8.561952263695659e-05,-4.2479562720547704e-06,0.011390136695648034,0.10672458337069315,0.07936017211037721,0.13461499964594917,0.1691875178422069,0.25987717169635277,320000,512000,576000,633600,1.9651146434672302,1373.9369839605135,129.905534884294,0.4286310476741574,1.664553232550467,5.850970880384928
1280,0.0012799999999999999,640000,10,0.40328136710365503,0.0403281367103655,8.224073618554381e-05,-1.5013275810179442e-05,0.011380119773445158,0.10667764420648385,0.07919276234384079,0.134427122367885,0.16922610447148595,0.26009752477423037,320000,512000,576000,633600,1.9637099257175934,1383.3712296939693,130.19961584857663,0.43329434926932975,1.6794267102698062,5.883859428477196
1300,0.0013,640000,10,0.4027332385739598,0.04027332385739598,6.820437767560601e-05,-2.5712820151619226e-05,0.011368080634147858,0.10662120161650711,0.07901029962994251,0.1342444128579866,0.16922250097059796,0.2603261486016551,320000,512000,576000,633600,1.9618519670665993,1390.7278820214513,130.47332914678094,0.43069271785307567,1.690962245794706,5.903543469947345
